"CIP7";"Forme_long";"DCI_long";"Laboratoire";"CIP13";"CIS";"Specialite";"Presentation";"Stock";"Ventes.S.1";"Conso.usuelle";"Appro.S15";"Appro.S16";"Appro.S17";"Appro.S18";"Appro.S19";"Appro.S20";"Appro.S21";"Date";"Ventes.J.1";"Appro.S22";"Appro.S23";"Ventes.mensuelles";"DCI";"Forme";"Dosage_wrong";"Unites_wrong";"Dosage";"Unites";"Dose_mg";"Equiv_Factor";"Stock_U";"Ventes.J.1_U";"Stock_U_equiv"
3015519;"comprimé";"IVERMECTINE";"PIERRE FABRE DERMATOLOGIE";"3400930155196";"68665113";"IVERMECTINE PIERRE FABRE 3 mg, comprimé";"plaquette polyamide aluminium PVC-Aluminium de 4 comprimés";0;"0";"6000";NA;NA;"0";NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"IVERMECTINE";"Forme orale sèche";"3mg";4;"3mg";4;3;1;0;NA;0
3015532;"comprimé";"IVERMECTINE";"ZENTIVA FRANCE";"3400930155325";"69323365";"IVERMECTINE ZENTIVA 3 mg, comprimé";"plaquette polyamide aluminium PVC-Aluminium de 4 comprimés";46399;"2154";"8000";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"IVERMECTINE";"Forme orale sèche";"3mg";4;"3mg";4;3;1;185596;NA;185596
3015536;"comprimé";"IVERMECTINE";"LABORATOIRES GERDA";"3400930155363";"61843531";"IVERMECTINE GERDA 3 mg, comprimé";"plaquette polyamide aluminium PVC-Aluminium de 4 comprimés";19060;"0";"0";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"IVERMECTINE";"Forme orale sèche";"3mg";4;"3mg";4;3;1;76240;NA;76240
3015755;"comprimé pelliculé";"DARUNAVIR PROPYLENE GLYCOLATE";"REDDY PHARMA SAS";"3400930157558";"69873754";"DARUNAVIR REDDY PHARMA 400 mg, comprimé pelliculé";"1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 60 comprimé(s)";1263;"0";"0";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"DARUNAVIR";"Forme orale sèche";"400mg";1;"400mg";1;400;5.33333333333333;1263;NA;6736
3015756;"comprimé pelliculé";"DARUNAVIR PROPYLENE GLYCOLATE";"REDDY PHARMA SAS";"3400930157565";"60071233";"DARUNAVIR REDDY PHARMA 600 mg, comprimé pelliculé";"1 flacon polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 60 comprimés";2125;"0";"23";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"DARUNAVIR";"Forme orale sèche";"600mg";60;"600mg";60;600;8;127500;NA;1020000
3015757;"comprimé pelliculé";"DARUNAVIR PROPYLENE GLYCOLATE";"REDDY PHARMA SAS";"3400930157572";"68320366";"DARUNAVIR REDDY PHARMA 800 mg, comprimé pelliculé";"1 flacon polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 30 comprimés";4256;"0";"104";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"DARUNAVIR";"Forme orale sèche";"800mg";30;"800mg";30;800;10.6666666666667;127680;NA;1361920
3015793;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SANTE";"3400930157930";"63409505";"LEVOTHYROX 88 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";85325;"2239";"18278.01";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,088mg";30;"0,088mg";30;0.088;6.76923076923077;2559750;NA;17327538.4615385
3015793;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930157930";"63409505";"LEVOTHYROX 88 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";89792;"5809";"18789.32";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,088mg";30;"0,088mg";30;0.088;6.76923076923077;2693760;NA;18234683.0769231
3015793;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930157930";"63409505";"LEVOTHYROX 88 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";79507;"3226";NA;NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,088mg";30;"0,088mg";30;0.088;6.76923076923077;2385210;NA;16146036.9230769
3015795;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SANTE";"3400930157954";"63409505";"LEVOTHYROX 88 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 90 comprimé(s)";28699;"1294";"6036.48";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,088mg";90;"0,088mg";90;0.088;6.76923076923077;2582910;NA;17484313.8461538
3015795;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930157954";"63409505";"LEVOTHYROX 88 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 90 comprimé(s)";0;"3597";"55688.17";NA;NA;"31600";NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,088mg";90;"0,088mg";90;0.088;6.76923076923077;0;NA;0
3015795;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930157954";"63409505";"LEVOTHYROX 88 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 90 comprimé(s)";24529;"2205";NA;NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,088mg";90;"0,088mg";90;0.088;6.76923076923077;2207610;NA;14943821.5384615
3015804;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930158043";"66426100";"LEVOTHYROX 112 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";43200;"0";NA;NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,112mg";30;"0,112mg";30;0.112;8.61538461538462;1296000;NA;11165538.4615385
3015804;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930158043";"66426100";"LEVOTHYROX 112 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";26559;"0";"9653.26";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,112mg";30;"0,112mg";30;0.112;8.61538461538462;796770;NA;6864480
3015804;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SANTE";"3400930158043";"66426100";"LEVOTHYROX 112 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";60;"21372";"11269.92";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,112mg";30;"0,112mg";30;0.112;8.61538461538462;1800;NA;15507.6923076923
3015807;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930158074";"66426100";"LEVOTHYROX 112 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 90 comprimé(s)";0;"0";NA;NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,112mg";90;"0,112mg";90;0.112;8.61538461538462;0;NA;0
3015807;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930158074";"66426100";"LEVOTHYROX 112 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 90 comprimé(s)";0;"10429";"3217.75";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,112mg";90;"0,112mg";90;0.112;8.61538461538462;0;NA;0
3015807;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SANTE";"3400930158074";"66426100";"LEVOTHYROX 112 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 90 comprimé(s)";0;NA;"3217.75";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,112mg";90;"0,112mg";90;0.112;8.61538461538462;0;NA;0
3015816;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930158166";"65915316";"LEVOTHYROX 137 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";30;"0";"4837.66";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,137mg";30;"0,137mg";30;0.137;10.5384615384615;900;NA;9484.61538461539
3015816;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SANTE";"3400930158166";"65915316";"LEVOTHYROX 137 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";0;"120";"4837.66";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,137mg";30;"0,137mg";30;0.137;10.5384615384615;0;NA;0
3015816;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930158166";"65915316";"LEVOTHYROX 137 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";0;"49";NA;NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,137mg";30;"0,137mg";30;0.137;10.5384615384615;0;NA;0
3015818;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930158180";"65915316";"LEVOTHYROX 137 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 90 comprimé(s)";0;"0";"1330.76";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,137mg";90;"0,137mg";90;0.137;10.5384615384615;0;NA;0
3015818;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SANTE";"3400930158180";"65915316";"LEVOTHYROX 137 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 90 comprimé(s)";0;NA;"1330.76";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,137mg";90;"0,137mg";90;0.137;10.5384615384615;0;NA;0
3015818;"comprimé sécable";"LÉVOTHYROXINE SODIQUE";"MERCK SERONO";"3400930158180";"65915316";"LEVOTHYROX 137 microgrammes, comprimé sécable";"plaquette(s) PVC-Aluminium de 90 comprimé(s)";0;"0";NA;NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme orale sèche";"0,137mg";90;"0,137mg";90;0.137;10.5384615384615;0;NA;0
3015904;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"ARROW GENERIQUES";"3400930159040";"61133378";"LOSARTAN ARROW LAB 100 mg, comprimé pelliculé";"plaquette(s) PVC PVDC aluminium de 30 comprimé(s)";17100;"1500";"3300";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"LOSARTAN";"Forme orale sèche";"100mg";30;"100mg";30;100;2;513000;NA;1026000
3015904;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"ARROW GENERIQUES";"3400930159040";"61133378";"LOSARTAN ARROW LAB 100 mg, comprimé pelliculé";"plaquette(s) PVC PVDC aluminium de 30 comprimé(s)";8946;"767";"3333.99809897557";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";30;"100mg";30;100;2;268380;NA;536760
3015904;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"ARROW GENERIQUES";"3400930159040";"61133378";"LOSARTAN ARROW LAB 100 mg, comprimé pelliculé";"plaquette(s) PVC PVDC aluminium de 30 comprimé(s)";10940;"3213";"3329.29952292955";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"LOSARTAN";"Forme orale sèche";"91,7mg";30;"100mg";30;100;2;328200;NA;656400
3015905;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"ARROW GENERIQUES";"3400930159057";"61133378";"LOSARTAN ARROW LAB 100 mg, comprimé pelliculé";"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";12700;"1000";"1600";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"LOSARTAN";"Forme orale sèche";"100mg";90;"100mg";90;100;2;1143000;NA;2286000
3015905;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"ARROW GENERIQUES";"3400930159057";"61133378";"LOSARTAN ARROW LAB 100 mg, comprimé pelliculé";"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";11401;"57";"1608.6353633034";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"100mg";90;"100mg";90;100;2;1026090;NA;2052180
3015905;"comprimé pelliculé";"LOSARTAN POTASSIQUE";"ARROW GENERIQUES";"3400930159057";"61133378";"LOSARTAN ARROW LAB 100 mg, comprimé pelliculé";"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";11582;"556";"1566.40994669606";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"91,7mg";90;"100mg";90;100;2;1042380;NA;2084760
3015907;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"ARROW GENERIQUES";"3400930159071";"67645691";"LOSARTAN ARROW LAB 50 mg, comprimé pelliculé sécable";"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";24813;"246";"3584.08522576342";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;2233170;NA;2233170
3015907;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"ARROW GENERIQUES";"3400930159071";"67645691";"LOSARTAN ARROW LAB 50 mg, comprimé pelliculé sécable";"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";24813;"246";"3584.08522576342";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;2233170;NA;2233170
3015907;"comprimé pelliculé sécable";"LOSARTAN POTASSIQUE";"ARROW GENERIQUES";"3400930159071";"67645691";"LOSARTAN ARROW LAB 50 mg, comprimé pelliculé sécable";"plaquette(s) PVC PVDC aluminium de 90 comprimé(s)";24813;"246";"3584.08522576342";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LOSARTAN";"Forme orale sèche";"50mg";90;"50mg";90;50;1;2233170;NA;2233170
3016076;"solution pour perfusion";"TREPROSTINIL MONOHYDRATÉ";"REDDY PHARMA SAS";"3400930160763";"66055271";"TREPROSTINIL REDDY PHARMA 1 mg/mL, solution pour perfusion";"1 flacon en verre de 20 mL";140;"17";"73";NA;NA;NA;"0";"0";"700";"0";2020-04-23;NA;"0";"0";NA;"TREPROSTINIL";"Forme injectable";"1mg/mL;20mL";1;"1mg";1;1;1;140;NA;140
3016077;"solution pour perfusion";"TREPROSTINIL MONOHYDRATÉ";"REDDY PHARMA SAS";"3400930160770";"69946266";"TREPROSTINIL REDDY PHARMA 2,5 mg/mL, solution pour perfusion";"1 flacon(s) en verre de 20 mL";276;"1";"28";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"TREPROSTINIL";"Forme injectable";"2,5mg/mL;20mL";1;"2,5mg";1;2.5;2.5;276;NA;690
3016080;"solution pour perfusion";"TREPROSTINIL MONOHYDRATÉ";"REDDY PHARMA SAS";"3400930160800";"64308797";"TREPROSTINIL REDDY PHARMA 5 mg/mL, solution pour perfusion";"1 flacon(s) en verre de 20 ml";76;"0";"25";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"TREPROSTINIL";"Forme injectable";"5mg/mL;20mL";1;"5mg";1;5;5;76;NA;380
3016081;"solution pour perfusion";"TREPROSTINIL MONOHYDRATÉ";"REDDY PHARMA SAS";"3400930160817";"65976536";"TREPROSTINIL REDDY PHARMA 10 mg/mL, solution pour perfusion";"1 flacon en verre de 20 mL";138;"1";"25";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"TREPROSTINIL";"Forme injectable";"10mg/mL;20mL";1;"10mg";1;10;10;138;NA;1380
3016132;"comprimé dispersible sécable";"MESILATE D'IMATINIB";"KRKA FRANCE";"3400930161326";"66488625";"IMATINIB HCS 400 mg, comprimé dispersible";"30 plaquette(s) OPA : polyamide orienté aluminium PVC polytéréphtalate (PET) de 1 comprimé(s)";65;"0";"0.75";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"IMATINIB";"Forme buvable";"400mg";30;"400mg";30;400;4;1950;NA;7800
3016140;"comprimé dispersible sécable";"MESILATE D'IMATINIB";"KRKA FRANCE";"3400930161401";"67810844";"IMATINIB HCS 100 mg, comprimé dispersible sécable";"60 plaquette(s) OPA : polyamide orienté aluminium PVC polytéréphtalate (PET) de 1 comprimé(s)";75;"0";"0.75";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"IMATINIB";"Forme buvable";"100mg";60;"100mg";60;100;1;4500;NA;4500
3016392;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930163924";"68228291";"DASATINIB SANDOZ 140 mg, comprimé pelliculé";"30 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";17;"0";"16.25";NA;NA;NA;"198";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"140mg";30;"140mg";30;140;7;510;NA;3570
3016392;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930163924";"68228291";"DASATINIB SANDOZ 140 mg, comprimé pelliculé";"30 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";213;"1";"17";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"140mg";30;"140mg";30;140;7;6390;NA;44730
3016398;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930163986";"60926629";"DASATINIB SANDOZ 100 mg, comprimé pelliculé";"30 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";200;"49";"316.25";NA;NA;NA;NA;"0";"0";"867";2020-05-04;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"100mg";30;"100mg";30;100;5;6000;NA;30000
3016398;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930163986";"60926629";"DASATINIB SANDOZ 100 mg, comprimé pelliculé";"30 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";278;"30";"301.5";NA;NA;NA;"0";"1000";"0";"0";2020-04-23;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"100mg";30;"100mg";30;100;5;8340;NA;41700
3016405;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930164051";"65117670";"DASATINIB SANDOZ 70 mg, comprimé pelliculé";"60 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";311;"1";"69";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"70mg";60;"70mg";60;70;3.5;18660;NA;65310
3016405;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930164051";"65117670";"DASATINIB SANDOZ 70 mg, comprimé pelliculé";"60 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";298;"8";"72.5";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"70mg";60;"70mg";60;70;3.5;17880;NA;62580
3016413;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930164136";"69131607";"DASATINIB SANDOZ 50 mg, comprimé pelliculé";"60 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";329;"0";"83.25";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"50mg";60;"50mg";60;50;2.5;19740;NA;49350
3016413;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930164136";"69131607";"DASATINIB SANDOZ 50 mg, comprimé pelliculé";"60 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";281;"41";"86.5";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"50mg";60;"50mg";60;50;2.5;16860;NA;42150
3016417;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930164174";"63818797";"DASATINIB SANDOZ 20 mg, comprimé pelliculé";"60 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";274;"5";"78.75";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"20mg";60;"20mg";60;20;1;16440;NA;16440
3016417;"comprimé pelliculé";"DASATINIB";"SANDOZ";"3400930164174";"63818797";"DASATINIB SANDOZ 20 mg, comprimé pelliculé";"60 plaquette(s) aluminium OPA : polyamide orienté PVC de 1 comprimé(s)";279;"3";"78.5";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";"0";NA;"DASATINIB";"Forme orale sèche";"20mg";60;"20mg";60;20;1;16740;NA;16740
3016463;"comprimé pelliculé";"DARUNAVIR";"KRKA FRANCE";"3400930164631";"69531462";"DARUNAVIR KRKA 600 mg, comprimé pelliculé";"2 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant polypropylène de 30 comprimé(s)";52;"0";"15.25";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"DARUNAVIR";"Forme orale sèche";"600mg";2;"600mg";2;600;8;104;NA;832
3016464;"comprimé pelliculé";"DARUNAVIR";"KRKA FRANCE";"3400930164648";"68205182";"DARUNAVIR KRKA 800 mg, comprimé pelliculé";"1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant polypropylène de 30 comprimé(s)";0;"0";"65.5";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"DARUNAVIR";"Forme orale sèche";"800mg";1;"800mg";1;800;10.6666666666667;0;NA;0
3016506;"solution buvable";"LÉVOTHYROXINE SODIQUE";"LABORATOIRES GENEVRIER SA";"3400930165065";"68707466";"TSOLUDOSE 13 microgrammes, solution buvable en récipient unidose";"30 récipients unidoses en polyéthylène basse densité (PEBD)  de 1 mL conditionnés en sachets de 5 récipients unidoses";3050;"0";"6";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;"2000";NA;"LÉVOTHYROXINE";"Forme buvable";"0,013mg";30;"0,013mg";30;0.013;1;91500;NA;91500
3016506;"solution buvable";"LEVOTHYROXINE SODIQUE";"LABORATOIRES GENEVRIER SA";"3400930165065";"68707466";"TSOLUDOSE 13 microgrammes, solution buvable en récipient unidose";"30 récipients unidoses en polyéthylène basse densité (PEBD)  de 1 mL conditionnés en sachets de 5 récipients unidoses";3039;"0";"6";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;"2000";NA;"LÉVOTHYROXINE";"Forme buvable";"0,013mg";30;"0,013mg";30;0.013;1;91170;NA;91170
3016506;"solution buvable";"LÉVOTHYROXINE SODIQUE";"LABORATOIRES GENEVRIER SA";"3400930165065";"68707466";"TSOLUDOSE 13 microgrammes, solution buvable en récipient unidose";"30 récipients unidoses en polyéthylène basse densité (PEBD)  de 1 mL conditionnés en sachets de 5 récipients unidoses";3050;"0";"6";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme buvable";"0,013mg";30;"0,013mg";30;0.013;1;91500;NA;91500
3016507;"solution buvable";"LÉVOTHYROXINE SODIQUE";"LABORATOIRES GENEVRIER SA";"3400930165072";"60786390";"TSOLUDOSE 25 microgrammes, solution buvable en récipient unidose";"30 récipients unidoses en polyéthylène basse densité (PEBD)  de 1 mL conditionnés en sachets de 5 récipients unidoses";3118;"2";"16";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme buvable";"0,025mg";30;"0,025mg";30;0.025;1.92307692307692;93540;NA;179884.615384615
3016507;"solution buvable";"LÉVOTHYROXINE SODIQUE";"LABORATOIRES GENEVRIER SA";"3400930165072";"60786390";"TSOLUDOSE 25 microgrammes, solution buvable en récipient unidose";"30 récipients unidoses en polyéthylène basse densité (PEBD)  de 1 mL conditionnés en sachets de 5 récipients unidoses";3118;"15";"16";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;"2000";NA;"LÉVOTHYROXINE";"Forme buvable";"0,025mg";30;"0,025mg";30;0.025;1.92307692307692;93540;NA;179884.615384615
3016507;"solution buvable";"LEVOTHYROXINE SODIQUE";"LABORATOIRES GENEVRIER SA";"3400930165072";"60786390";"TSOLUDOSE 25 microgrammes, solution buvable en récipient unidose";"30 récipients unidoses en polyéthylène basse densité (PEBD)  de 1 mL conditionnés en sachets de 5 récipients unidoses";3108;"10";"16";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;"2000";NA;"LÉVOTHYROXINE";"Forme buvable";"0,025mg";30;"0,025mg";30;0.025;1.92307692307692;93240;NA;179307.692307692
3016508;"solution buvable";"LEVOTHYROXINE SODIQUE";"LABORATOIRES GENEVRIER SA";"3400930165089";"62539684";"TSOLUDOSE 50 microgrammes, solution buvable en récipient unidose";"30 récipients unidoses en polyéthylène basse densité (PEBD)  de 1 mL conditionnés en sachets de 5 récipients unidoses";3220;"0";"32";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;"2000";NA;"LÉVOTHYROXINE";"Forme buvable";"0,050mg";30;"0,050mg";30;0.05;3.84615384615385;96600;NA;371538.461538462
3016508;"solution buvable";"LÉVOTHYROXINE SODIQUE";"LABORATOIRES GENEVRIER SA";"3400930165089";"62539684";"TSOLUDOSE 50 microgrammes, solution buvable en récipient unidose";"30 récipients unidoses en polyéthylène basse densité (PEBD)  de 1 mL conditionnés en sachets de 5 récipients unidoses";3230;"3";"32";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;"2000";NA;"LÉVOTHYROXINE";"Forme buvable";"0,050mg";30;"0,050mg";30;0.05;3.84615384615385;96900;NA;372692.307692308
3016508;"solution buvable";"LÉVOTHYROXINE SODIQUE";"LABORATOIRES GENEVRIER SA";"3400930165089";"62539684";"TSOLUDOSE 50 microgrammes, solution buvable en récipient unidose";"30 récipients unidoses en polyéthylène basse densité (PEBD)  de 1 mL conditionnés en sachets de 5 récipients unidoses";3230;"7";"32";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"LÉVOTHYROXINE";"Forme buvable";"0,050mg";30;"0,050mg";30;0.05;3.84615384615385;96900;NA;372692.307692308
